Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Focus Position,Rank,Status
J. Brown,Drogheda United,Drogheda United,"RB, RWB",23,25000,2021-12-31,25,2371,1,0.94,5,2.76,17.61,52.59,Republic of Ireland,Republic of Ireland,,0,0,no,9.57,6.79,63.69,2.62,47.83,0.57,0.71,0.04,4.67,5.84,0.87,2,0.08,0,0.0,3.23,0.04,1,0.04,0.04,0,0.0,15,0.57,40.0,6.667,0.19,2.96,33.33,0.04,0.0,2.88,32.89,0.38,2.96,62.82,5.81,50.33,1.25,1.9,1.14,20.35,1.78,1.48,31.58,71.63,12.6,64.46,5.12,91.85,8.31,72.6,24.14,79.4,4.59,53.72,20.12,37.52,0.1,0.72,0.0,0.04,0.3,50.0,0.3,4.02,62.26,2.77,47.95,0.27,57.14,0.68,1.25,8.43,68.47,0,,0,,0,0,0,0,,,0.38,,,0.0,0.0,0.0,0.04,0,0.0,Irish Premier Division,Wingers,0,0
C. Kane,Drogheda United,Drogheda United,"LB, LWB",22,25000,2021-12-31,22,2081,0,0.32,2,0.85,17.0,58.78,Republic of Ireland,Republic of Ireland,,0,0,no,9.38,6.31,69.86,2.77,57.81,0.35,0.45,0.13,4.63,5.99,0.39,3,0.13,0,0.0,3.24,0.0,0,0.0,0.01,0,0.0,7,0.3,14.29,0.0,0.09,3.76,27.59,3.76,27.59,0.0,0.0,0.52,3.24,66.67,5.75,56.39,0.61,2.42,1.51,17.82,1.82,1.08,27.98,70.79,9.34,57.87,5.67,96.18,8.17,70.37,20.46,83.51,4.15,43.75,21.23,35.53,0.04,0.35,0.0,0.0,0.04,0.0,0.22,2.98,47.83,3.16,42.47,0.26,16.67,0.35,0.91,6.18,69.93,0,,0,,0,0,0,0,,,0.09,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
J. Malone,Derry City,Derry City,"RCMF, RWB, RDMF",21,25000,2021-12-31,24,1486,0,1.05,0,1.12,22.71,48.27,Republic of Ireland,Republic of Ireland,,0,0,no,8.48,8.3,64.96,3.09,35.29,0.42,0.59,0.0,2.66,3.71,1.88,5,0.3,0,0.0,1.88,0.0,0,0.0,0.06,0,0.0,13,0.79,30.77,0.0,0.0,1.51,32.0,0.06,0.0,1.45,33.33,0.24,1.88,54.84,7.03,37.07,1.21,0.79,0.42,22.35,1.27,1.82,33.86,79.61,9.08,58.0,7.39,96.72,12.17,85.07,28.53,86.2,3.94,49.23,19.35,31.27,0.07,0.79,0.0,0.0,0.12,100.0,0.48,4.12,58.82,1.82,53.33,0.36,50.0,0.61,0.42,4.78,56.96,0,,0,,0,0,0,0,,,0.24,,,0.48,0.0,0.0,0.36,0,0.0,Irish Premier Division,Wingers,0,0
D. Grimes,Longford Town,Longford Town,"LAMF, LW, AMF",23,25000,2021-12-31,26,2258,4,3.03,2,3.7,23.16,39.76,Republic of Ireland,Republic of Ireland,,0,0,no,6.26,6.5,64.42,2.31,12.07,0.12,0.15,0.0,1.95,2.43,1.12,3,0.12,0,0.0,2.67,0.16,3,0.12,0.12,0,0.0,38,1.51,28.95,10.526,0.08,0.8,50.0,0.56,42.86,0.24,66.67,0.12,4.03,43.56,10.68,33.58,1.28,1.28,1.0,11.76,1.28,1.08,21.32,78.32,5.06,58.27,6.62,93.98,5.42,82.35,18.65,82.69,1.95,46.94,16.17,30.71,0.15,1.43,0.0,0.0,0.32,25.0,0.24,2.63,54.55,1.08,55.56,0.48,33.33,0.4,0.48,3.07,66.23,0,,0,,0,0,0,0,,,0.04,,,2.43,0.48,25.0,2.83,1,100.0,Irish Premier Division,Wingers,0,0
R. Manley,Longford Town,Longford Town,"CF, RW, RAMF",24,25000,2021-12-31,24,1679,3,3.75,0,0.65,31.89,34.79,Republic of Ireland,Republic of Ireland,,187,65,no,4.82,4.88,48.35,9.43,33.52,0.27,0.33,0.05,2.2,2.69,1.5,1,0.05,1,0.05,2.84,0.16,3,0.16,0.2,1,0.05,29,1.55,31.03,10.345,0.0,1.45,25.93,0.43,37.5,0.96,16.67,0.27,4.02,46.67,11.42,32.86,2.2,1.34,0.96,9.38,2.14,1.39,15.87,71.28,3.27,45.9,4.61,94.19,4.72,67.05,14.04,76.34,0.48,55.56,15.1,14.24,0.03,0.43,0.0,0.0,0.27,40.0,0.16,1.5,60.71,0.8,33.33,0.16,33.33,0.21,0.32,1.45,70.37,0,,0,,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
W. Fitzgerald,Derry City,Derry City,"RAMF, RW, CF",22,25000,2021-12-31,24,1386,0,0.65,1,1.22,24.55,37.3,Republic of Ireland,Republic of Ireland,,187,73,no,3.51,4.09,44.44,4.55,25.71,0.06,0.1,0.0,1.62,2.42,0.78,1,0.06,0,0.0,5.13,0.0,0,0.0,0.04,0,0.0,12,0.78,8.33,0.0,0.06,3.57,40.0,0.52,25.0,3.05,42.55,0.26,7.27,48.21,12.14,40.64,2.47,3.51,2.73,14.94,1.75,1.1,24.81,76.96,4.35,62.69,8.18,91.27,6.69,69.9,20.78,84.06,0.65,50.0,16.43,16.35,0.08,0.58,0.0,0.0,0.39,33.33,0.32,1.17,66.67,2.73,61.9,0.26,25.0,0.78,1.43,3.83,71.19,0,,0,,0,0,0,0,,,0.0,,,0.06,0.06,0.0,0.26,0,0.0,Irish Premier Division,Wingers,0,0
J. Stafford,Waterford FC,Waterford FC,"LB, LW, LCB",29,10000,2021-12-31,17,1073,0,0.25,1,0.66,18.37,48.86,England,England,,0,0,no,9.9,7.55,53.33,3.52,52.38,0.25,0.32,0.17,5.62,7.2,1.09,3,0.25,0,0.0,1.68,0.0,0,0.0,0.02,0,0.0,3,0.25,66.67,0.0,0.08,1.34,37.5,1.34,37.5,0.0,0.0,0.17,1.59,57.89,3.94,44.68,0.84,1.01,0.59,18.03,1.17,0.34,31.12,67.92,14.68,55.43,4.03,97.92,8.05,78.13,23.07,80.73,6.71,30.0,21.43,33.92,0.06,0.5,0.0,0.0,0.17,50.0,0.42,6.12,43.84,2.77,36.36,1.26,20.0,0.42,0.5,8.39,61.0,0,,0,,0,0,0,0,,,1.26,,,0.0,0.0,0.0,0.08,0,0.0,Irish Premier Division,Wingers,0,0
J. Martin,Waterford FC,Waterford FC,"CF, LW, RAMF",22,10000,2021-12-31,24,2100,7,5.83,0,1.81,32.91,42.84,Republic of Ireland,Republic of Ireland,,185,70,no,9.77,8.01,56.68,11.96,40.86,1.63,2.03,0.09,3.6,4.48,2.1,4,0.17,0,0.0,2.01,0.3,7,0.3,0.25,3,0.13,31,1.33,35.48,22.581,0.0,0.9,19.05,0.21,0.0,0.69,25.0,0.21,2.66,48.39,7.16,37.13,2.91,0.99,0.64,12.73,2.14,0.94,22.24,66.67,5.96,45.32,4.67,92.66,6.39,67.79,19.84,71.71,1.59,29.73,16.49,17.13,0.08,0.56,0.0,0.0,0.3,28.57,0.26,2.96,42.03,1.07,36.0,0.43,20.0,0.56,0.17,3.17,60.81,0,,0,,0,0,0,0,,,0.13,,,0.0,0.0,0.0,0.04,0,0.0,Irish Premier Division,Wingers,0,0
P. Mutswunguma,Waterford FC,Waterford FC,"CF, LW",21,10000,2021-12-31,21,1461,1,0.94,2,1.47,24.09,28.13,England,"England, Zimbabwe",,186,73,no,6.04,6.16,48.0,3.82,16.13,0.55,0.66,0.12,2.53,3.01,2.53,4,0.25,1,0.06,1.23,0.06,1,0.06,0.06,0,0.0,11,0.68,27.27,9.091,0.12,0.55,33.33,0.37,33.33,0.18,33.33,0.0,3.02,28.57,8.87,24.31,1.36,1.05,0.68,7.45,0.86,1.29,12.14,71.57,3.14,58.82,2.71,86.36,3.02,67.35,11.27,74.86,0.31,20.0,14.55,8.25,0.09,0.43,0.0,0.0,0.06,0.0,0.25,0.8,61.54,0.62,40.0,0.12,0.0,0.43,0.18,1.79,72.41,0,,0,,0,0,0,0,,,0.06,,,0.0,0.0,0.0,0.06,0,0.0,Irish Premier Division,Wingers,0,0
A. McNally,Longford Town,Longford Town,"RB, RW, RAMF",21,10000,2021-12-31,18,1231,2,0.58,0,0.78,20.03,44.89,Republic of Ireland,Republic of Ireland,,0,0,no,8.12,5.78,59.49,3.36,56.52,0.07,0.09,0.0,4.61,5.59,0.88,1,0.07,0,0.0,2.56,0.15,2,0.15,0.04,0,0.0,12,0.88,16.67,16.667,0.0,2.92,15.0,0.29,25.0,2.63,13.89,0.51,4.61,42.86,7.75,38.68,1.1,2.05,1.39,14.11,2.56,0.58,23.91,63.3,8.77,50.0,3.29,91.11,6.0,60.98,17.84,77.46,3.22,27.27,18.89,32.28,0.06,0.22,0.07,0.0,0.07,0.0,0.0,2.78,42.11,2.49,26.47,0.58,0.0,0.29,0.58,4.24,50.0,0,,0,,0,0,0,0,,,0.29,,,0.07,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
R. Boyce,Derry City,Derry City,"RB, RWB, RCB",20,10000,2022-12-31,24,2208,6,2.22,0,0.85,22.62,54.95,Republic of Ireland,Republic of Ireland,,0,0,no,10.31,7.26,65.17,6.36,56.41,0.49,0.7,0.08,5.1,7.28,0.61,1,0.04,0,0.0,2.49,0.24,6,0.24,0.09,2,0.08,11,0.45,54.55,54.545,0.0,1.63,35.0,0.0,0.0,1.63,35.0,0.24,2.57,65.08,5.5,48.15,0.9,1.06,0.33,26.62,1.71,0.82,40.07,79.65,16.47,70.79,5.67,93.53,11.25,88.41,33.3,85.19,5.14,57.94,18.78,33.41,0.03,0.53,0.0,0.0,0.04,0.0,0.29,5.14,69.05,1.96,58.33,0.41,60.0,0.53,0.57,8.85,70.97,0,,0,,0,0,0,0,,,0.65,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
S. Elworthy,Longford Town,Longford Town,"RB, RAMF",24,10000,2021-12-31,14,1109,0,0.06,1,0.63,18.18,57.14,Republic of Ireland,Republic of Ireland,right,175,65,no,12.74,9.66,65.55,2.92,58.33,0.81,0.91,0.08,5.6,6.31,0.81,2,0.16,0,0.0,1.46,0.0,0,0.0,0.0,0,0.0,1,0.08,0.0,0.0,0.08,2.92,22.22,0.0,0.0,2.92,22.22,0.32,1.46,38.89,2.6,28.13,0.24,1.3,0.57,15.83,1.79,0.24,28.81,53.52,15.58,45.31,2.19,74.07,7.79,58.33,18.67,65.22,7.22,35.96,22.07,34.29,0.05,0.41,0.0,0.0,0.24,100.0,0.24,6.9,45.88,3.41,21.43,1.14,28.57,0.32,0.65,8.52,62.86,0,,0,,0,0,0,0,,,0.49,,,0.0,0.0,0.0,0.16,0,0.0,Irish Premier Division,Wingers,0,0
P. Patterson,Waterford FC,Waterford FC,"LAMF, AMF, CF",21,0,2021-12-31,6,518,1,1.28,0,0.02,19.46,36.61,England,"England, Scotland",right,178,67,no,4.86,4.69,55.56,1.56,22.22,0.0,0.0,0.0,2.26,2.85,0.17,0,0.0,0,0.0,2.61,0.17,1,0.17,0.22,0,0.0,7,1.22,42.86,14.286,0.0,0.69,25.0,0.35,0.0,0.35,50.0,0.0,3.82,45.45,10.08,31.03,1.91,0.69,1.74,13.9,0.35,1.56,22.24,85.16,4.34,72.0,5.91,94.12,6.25,83.33,20.85,88.33,0.69,50.0,15.44,18.67,0.0,0.35,0.17,0.17,0.52,33.33,0.0,2.61,80.0,0.69,75.0,0.69,25.0,0.52,0.17,2.26,61.54,0,,0,,0,0,0,0,,,0.17,,,0.52,0.0,0.0,0.35,0,0.0,Irish Premier Division,Wingers,0,0
R. Jurkovskis,Dundalk,Dundalk,"RB, LB",24,200000,2021-12-31,22,1917,0,0.68,1,1.79,18.54,54.18,Latvia,Latvia,right,187,73,no,11.03,6.76,70.14,3.19,60.29,0.85,1.21,0.14,5.45,7.8,0.7,4,0.19,0,0.0,3.05,0.0,0,0.0,0.03,0,0.0,11,0.52,9.09,0.0,0.05,3.76,41.25,0.94,40.0,2.82,41.67,0.38,2.91,50.0,5.35,43.86,0.99,1.92,1.22,25.59,2.68,0.52,38.59,71.9,16.85,60.45,5.49,95.73,11.03,79.57,30.23,80.9,4.79,37.25,21.28,38.07,0.08,0.66,0.0,0.0,0.23,0.0,0.56,5.54,56.78,3.57,51.32,0.52,27.27,0.38,1.64,9.67,68.93,0,,0,,0,0,0,0,,,0.38,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
R. Feely,Bohemians,Bohemians,"RB, RCB",24,75000,2021-12-31,20,1687,0,1.04,2,0.62,21.71,62.65,Republic of Ireland,Republic of Ireland,,171,66,no,11.52,6.83,67.97,6.35,73.95,0.32,0.52,0.37,6.56,10.76,1.07,4,0.21,0,0.0,2.51,0.0,0,0.0,0.06,0,0.0,11,0.59,9.09,0.0,0.11,1.55,41.38,0.0,0.0,1.49,42.86,0.16,2.77,59.62,5.17,42.27,1.28,1.28,0.91,28.11,1.44,0.64,45.93,76.31,20.27,62.89,4.43,96.39,16.54,87.42,36.54,83.65,7.9,48.65,22.77,43.37,0.03,0.43,0.0,0.0,0.21,75.0,0.16,8.43,53.16,1.71,53.13,1.07,40.0,0.43,0.69,10.72,70.15,0,,0,,0,0,0,0,,,1.55,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
T. Wilson,Bohemians,Bohemians,LB,21,75000,2021-12-31,15,1245,2,0.53,0,0.74,19.95,50.0,Republic of Ireland,Republic of Ireland,left,172,66,no,8.53,6.58,63.74,3.98,52.73,0.43,0.65,0.07,3.9,5.87,0.72,3,0.22,1,0.07,3.18,0.14,2,0.14,0.04,0,0.0,14,1.01,35.71,14.286,0.0,2.82,35.9,2.75,34.21,0.07,100.0,0.22,3.11,51.16,6.36,40.91,0.51,2.1,0.87,30.51,2.17,1.59,43.73,80.0,17.78,72.36,5.71,94.94,13.88,84.38,34.41,88.45,6.72,54.84,19.75,36.97,0.05,0.87,0.0,0.0,0.29,75.0,0.14,6.43,69.66,2.6,38.89,0.22,0.0,0.29,0.87,10.7,72.3,0,,0,,0,0,0,0,,,0.87,,,0.94,0.65,44.44,1.73,0,0.0,Irish Premier Division,Full Backs,0,0
A. Lyons,Bohemians,Bohemians,RB,21,75000,2021-12-31,16,1181,1,1.07,1,1.05,17.91,57.87,Republic of Ireland,Republic of Ireland,right,173,58,no,9.14,7.32,64.58,2.51,54.55,0.3,0.49,0.0,4.12,6.67,0.91,1,0.08,0,0.0,3.66,0.08,1,0.08,0.08,0,0.0,10,0.76,50.0,10.0,0.08,3.43,37.78,0.0,0.0,3.35,36.36,0.46,3.35,54.55,5.94,53.85,1.68,2.13,1.68,23.09,1.91,1.6,33.3,75.29,12.35,64.81,4.95,92.31,11.28,78.38,24.92,85.02,5.11,50.75,22.83,44.16,0.08,0.69,0.0,0.0,0.23,66.67,0.76,5.26,60.87,2.9,42.11,0.84,18.18,0.61,1.52,8.15,69.16,0,,0,,0,0,0,0,,,0.3,,,0.0,0.0,0.0,0.23,0,0.0,Irish Premier Division,Full Backs,0,0
J. Mountney,St. Patrick's Ath.,St. Patrick's Ath.,"RB, RWB",28,75000,2021-12-31,20,1773,1,1.18,1,1.68,17.92,51.27,Republic of Ireland,Republic of Ireland,right,183,77,no,8.12,5.28,64.42,5.89,46.55,0.36,0.54,0.3,4.37,6.63,0.86,2,0.1,0,0.0,1.42,0.05,1,0.05,0.06,0,0.0,12,0.61,16.67,8.333,0.05,3.05,28.33,0.15,33.33,2.89,28.07,0.2,0.96,47.37,3.96,43.59,0.66,1.22,0.61,27.36,1.93,1.73,39.39,74.36,13.76,62.73,7.46,92.52,12.13,73.64,33.15,81.16,3.3,47.69,18.14,26.9,0.09,0.66,0.0,0.05,0.1,0.0,0.1,4.62,64.84,3.55,34.29,0.3,50.0,0.56,0.81,9.44,61.83,0,,0,,0,0,0,0,,,0.66,,,0.36,0.1,50.0,1.12,0,0.0,Irish Premier Division,Full Backs,0,0
C. Dummigan,Dundalk,Dundalk,"RB, LB",25,75000,2021-12-31,19,1582,0,0.26,1,1.12,20.94,59.78,Northern Ireland,Northern Ireland,right,180,70,no,13.08,8.25,64.14,4.84,63.53,0.57,0.85,0.23,7.23,10.79,1.42,3,0.17,1,0.06,3.58,0.0,0,0.0,0.01,0,0.0,12,0.68,8.33,0.0,0.06,3.41,41.67,0.63,54.55,2.67,38.3,0.23,3.02,64.15,5.06,53.93,0.34,2.28,1.25,28.45,2.5,0.34,45.28,77.64,16.04,64.54,8.14,94.41,14.62,80.54,35.27,85.65,6.83,51.67,21.76,39.14,0.06,0.68,0.06,0.0,0.68,25.0,0.68,7.23,57.48,4.38,54.55,1.02,44.44,1.14,1.42,10.52,75.14,0,,0,,0,0,0,0,,,0.4,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
L. Banks,Sligo Rovers,Sligo Rovers,RB,24,75000,2021-12-31,19,1556,1,1.51,1,1.3,20.24,58.29,England,England,right,0,0,no,11.68,8.62,67.11,4.22,61.64,0.58,0.81,0.29,5.32,7.46,0.98,2,0.12,0,0.0,1.62,0.06,1,0.06,0.09,0,0.0,14,0.81,21.43,7.143,0.06,2.08,25.0,0.12,50.0,1.97,23.53,0.17,1.33,60.87,4.05,47.14,1.21,1.5,0.58,31.52,1.39,0.93,44.48,68.4,22.67,58.67,4.57,82.28,10.35,76.54,34.01,78.06,8.39,40.0,19.7,39.78,0.08,0.81,0.0,0.0,0.35,33.33,0.35,9.78,49.11,2.83,36.73,0.81,28.57,0.81,0.52,10.99,65.79,0,,0,,0,0,0,0,,,0.46,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
S. Bone,St. Patrick's Ath.,St. Patrick's Ath.,"RCB, RB",23,75000,2021-12-31,23,2005,1,1.33,1,0.35,16.88,57.71,Malaysia,"Malaysia, England",right,195,93,no,9.02,6.1,61.76,4.4,51.02,0.22,0.34,0.54,5.03,7.67,0.85,5,0.22,0,0.0,1.53,0.04,1,0.04,0.06,1,0.04,14,0.63,28.57,7.143,0.04,0.81,44.44,0.09,0.0,0.72,50.0,0.09,1.21,77.78,3.28,58.9,0.63,1.08,0.22,32.05,0.31,1.3,48.48,79.81,20.56,63.97,5.97,93.98,16.92,92.84,39.14,88.3,8.62,44.79,22.41,41.01,0.02,0.18,0.04,0.0,0.04,100.0,0.09,7.72,56.98,1.17,30.77,0.36,12.5,0.04,0.31,9.11,67.49,0,,0,,0,0,0,0,,,3.37,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
A. Breslin,Bohemians,Bohemians,LB,24,75000,2021-12-31,14,1162,0,0.41,0,2.25,16.34,58.29,Republic of Ireland,Republic of Ireland,,0,0,no,8.67,6.43,62.65,4.18,62.96,0.08,0.13,0.15,4.57,7.56,0.77,3,0.23,0,0.0,2.79,0.0,0,0.0,0.03,0,0.0,4,0.31,75.0,0.0,0.0,3.1,42.5,3.1,42.5,0.0,0.0,0.15,1.86,66.67,3.25,52.38,0.85,2.01,1.63,25.56,1.32,0.46,36.4,78.09,15.18,68.88,5.96,97.4,10.38,82.84,27.19,89.17,6.2,46.25,20.63,34.19,0.17,1.24,0.0,0.0,0.08,0.0,0.23,5.27,55.88,2.94,50.0,0.7,0.0,0.39,1.39,8.06,79.81,0,,0,,0,0,0,0,,,1.32,,,0.77,0.15,50.0,1.7,0,0.0,Irish Premier Division,Full Backs,0,0
D. Lafferty,Derry City,Derry City,"LWB, LB",32,75000,2021-12-31,24,2168,3,3.01,0,1.15,16.98,53.06,Northern Ireland,Northern Ireland,left,180,76,no,8.8,6.52,61.15,3.86,52.69,0.08,0.12,0.12,4.73,6.76,0.87,6,0.25,1,0.04,2.24,0.12,3,0.12,0.12,0,0.0,25,1.04,24.0,12.0,0.0,3.2,25.97,3.15,25.0,0.0,0.0,0.5,1.74,57.14,3.74,47.78,1.41,1.66,0.87,30.35,2.74,0.95,43.01,70.08,16.52,55.78,7.6,91.8,12.45,74.67,34.21,78.64,5.81,42.86,19.93,38.33,0.05,0.62,0.0,0.04,0.37,44.44,0.17,7.31,56.82,4.07,35.71,0.75,11.11,0.91,0.71,10.21,71.14,0,,0,,0,0,0,0,,,0.37,,,0.25,0.08,0.0,0.08,0,0.0,Irish Premier Division,Full Backs,0,0
I. Bermingham,St. Patrick's Ath.,St. Patrick's Ath.,"LB, LCB, LWB",32,50000,2022-12-31,23,1926,1,0.47,1,0.81,12.15,49.62,Republic of Ireland,Republic of Ireland,left,177,71,no,7.38,4.53,65.98,3.04,41.54,0.51,0.85,0.09,3.88,6.38,0.79,4,0.19,1,0.05,1.59,0.05,1,0.05,0.02,1,0.05,11,0.51,27.27,9.091,0.05,2.99,34.38,2.9,35.48,0.09,0.0,0.56,0.7,53.33,2.15,43.48,0.93,1.17,0.42,37.34,2.8,0.33,47.85,78.22,18.04,65.03,6.64,97.18,15.7,83.33,40.14,85.56,4.72,43.56,18.64,31.94,0.04,0.51,0.05,0.0,0.23,20.0,0.09,7.29,60.9,2.8,40.0,0.33,14.29,0.56,1.03,9.16,74.49,0,,0,,0,0,0,0,,,0.51,,,0.0,0.0,0.0,0.05,0,0.0,Irish Premier Division,Full Backs,0,0
C. Horgan,Sligo Rovers,Sligo Rovers,"RB, LB",27,50000,2021-12-31,20,1408,0,0.08,0,0.54,18.86,54.24,Republic of Ireland,Republic of Ireland,right,174,72,no,10.1,7.86,71.54,3.0,53.19,0.45,0.67,0.0,4.03,6.02,0.77,2,0.13,0,0.0,1.21,0.0,0,0.0,0.01,0,0.0,2,0.13,0.0,0.0,0.0,1.53,29.17,0.19,66.67,1.34,23.81,0.13,1.28,55.0,4.47,40.0,0.58,0.58,0.38,25.44,1.6,0.64,39.76,77.17,18.79,67.01,6.01,90.43,8.88,84.17,32.73,85.35,5.63,42.05,19.83,36.44,0.03,0.32,0.0,0.0,0.19,33.33,0.13,7.8,70.49,1.6,20.0,0.64,30.0,0.13,0.45,10.36,70.99,0,,0,,0,0,0,0,,,0.58,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
J. Mustoe,Finn Harps,Finn Harps,"LB, LWB",30,50000,2021-12-31,7,653,2,0.26,0,0.05,12.4,47.78,England,England,left,177,75,no,8.96,5.38,46.15,1.65,58.33,0.96,1.2,0.14,5.51,6.86,1.24,2,0.28,0,0.0,1.65,0.28,2,0.28,0.04,0,0.0,3,0.41,100.0,66.667,0.0,1.52,27.27,1.38,20.0,0.14,100.0,0.28,1.38,60.0,2.76,45.0,0.41,0.28,0.14,14.61,0.83,0.55,27.29,68.18,12.4,54.44,4.13,83.33,8.41,78.69,17.92,80.0,8.13,47.46,26.56,41.44,0.01,0.28,0.0,0.0,0.14,0.0,0.0,6.75,51.02,1.79,23.08,1.24,11.11,0.0,0.41,7.99,67.24,0,,0,,0,0,0,0,,,0.55,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
R. McCourt,Sligo Rovers,Sligo Rovers,LB,23,50000,2021-12-31,17,1528,0,0.13,1,1.4,23.32,53.03,Republic of Ireland,Republic of Ireland,left,178,64,no,11.66,9.31,60.13,3.89,56.06,0.29,0.41,0.29,5.77,7.99,0.82,3,0.18,0,0.0,2.77,0.0,0,0.0,0.01,0,0.0,5,0.29,60.0,0.0,0.06,1.77,13.33,1.65,14.29,0.12,0.0,0.24,3.48,67.8,7.48,47.24,0.29,1.06,0.35,24.33,1.47,0.71,38.7,70.32,15.9,54.07,6.77,94.78,10.84,76.63,29.39,81.76,7.72,38.93,21.76,37.62,0.08,0.65,0.12,0.0,0.41,0.0,0.06,6.66,44.25,2.53,23.26,0.88,20.0,0.29,0.24,9.19,63.46,0,,0,,0,0,0,0,,,0.88,,,1.24,0.12,0.0,2.47,0,0.0,Irish Premier Division,Full Backs,0,0
J. McClelland,St. Patrick's Ath.,St. Patrick's Ath.,"LB, RW, LWB",24,50000,2021-12-31,17,810,1,0.44,1,0.42,19.33,36.21,Republic of Ireland,Republic of Ireland,,0,0,no,4.89,4.78,46.51,3.33,30.0,0.11,0.15,0.0,2.56,3.43,0.22,1,0.11,0,0.0,3.11,0.11,1,0.11,0.05,0,0.0,7,0.78,28.57,14.286,0.11,2.89,30.77,2.56,30.43,0.33,33.33,1.0,4.22,44.74,9.56,33.72,1.33,1.0,0.78,18.22,1.22,1.67,27.56,72.58,8.89,62.5,6.22,92.86,8.11,72.6,21.67,84.1,3.11,28.57,18.1,18.17,0.05,0.11,0.11,0.0,0.22,50.0,0.11,4.56,53.66,2.67,37.5,0.89,25.0,0.44,0.78,5.78,65.38,0,,0,,0,0,0,0,,,0.33,,,0.44,0.11,0.0,0.11,0,0.0,Irish Premier Division,Full Backs,0,0
D. Leahy,Dundalk,Dundalk,LB,23,50000,2021-12-31,13,834,0,1.64,0,0.7,18.67,49.71,Republic of Ireland,Republic of Ireland,left,185,72,no,10.36,6.69,56.45,5.29,53.06,0.43,0.72,0.32,6.15,10.24,0.86,3,0.32,0,0.0,2.37,0.0,0,0.0,0.18,0,0.0,5,0.54,40.0,0.0,0.0,3.45,31.25,3.45,31.25,0.0,0.0,0.86,1.19,72.73,4.53,38.1,1.19,0.97,0.54,31.94,2.91,0.86,46.62,75.23,19.1,66.1,8.09,96.0,13.6,76.98,36.15,84.18,7.23,50.75,21.84,41.73,0.08,0.97,0.0,0.0,0.43,50.0,0.43,6.8,65.08,3.13,37.93,0.11,0.0,0.22,1.29,11.76,68.81,0,,0,,0,0,0,0,,,0.86,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Full Backs,0,0
